image,image_path,image_exists,image_number,internal_key,card_type_zh,zh_name,zh_description,zh_flavor,zh_extra_texts,en_name,en_description,en_flavor,source_name_key,source_name_hash,source_name_zh_row,source_name_en_row,source_description_key,source_description_hash,source_description_zh_row,source_description_en_row,source_flavor_key,source_flavor_hash,source_flavor_zh_row,source_flavor_en_row,mapping_evidence,notes
misfortune_letter.png,misfortune_card_images/misfortune_letter.png,是,1,MisfortuneCard_001,厄运卡牌,临时选举,选举开始。,临时选举开始。作为浪费纳税人钱财的始作俑者，你会失去一些公众支持，尽管只是一点点。,,Snap Elections,Elections begin.,"Snap Elections begin. As the initiator of this waste of the taxpayer money, you lose some public support, albeit only slightly.",MisfortuneCard_001_Caption,02039039a0bcbfa8,839,637,MisfortuneCard_001_Description,0303234ca0bcbff8,840,638,MisfortuneCard_001_FlavorText,04031c92a1bcbfe8,841,1019,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,游戏本体只提供统一的厄运信件图标，卡牌名称和说明来自本地化资源。
misfortune_letter.png,misfortune_card_images/misfortune_letter.png,是,2,MisfortuneCard_002,厄运卡牌,丑闻,,媒体报道你可能是臭名昭著的吴佐的商业伙伴……甚至就是乔装打扮的吴佐本人？不管真假，你在钟表镇的信誉都会下降。,,Scandal,,"The media reports that you may be a business partner of the infamous Vuzzo... or maybe even Vuzzo himself, in disguise? Whether this is true or not, your credibility in the Clockwork Town declines.",MisfortuneCard_002_Caption,06039f4ca2bcbfc8,842,639,MisfortuneCard_002_Description,07034319a2bcbfa8,,640,MisfortuneCard_002_FlavorText,0803d36aa3bcbfd8,843,641,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,游戏本体只提供统一的厄运信件图标，卡牌名称和说明来自本地化资源。
misfortune_letter.png,misfortune_card_images/misfortune_letter.png,是,3,MisfortuneCard_003,厄运卡牌,罚款,-{1}$。如果不能付清，则被逮捕。,根据检察官阿克诺希的说法，你违反了第369990号法令，必须缴纳罚款（最好能亲自交给他）。,,Fine,"-{1}$. If full payment cannot be made, you are arrested.","According to the prosecutor Acknoshp, you have violated Decree No. 369990 and must pay a fine (best of all, if you can pay it to him personally).",MisfortuneCard_003_Caption,0a0332c0a4bcbfe8,844,642,MisfortuneCard_003_Description,0b030f06a4bcbff8,845,643,MisfortuneCard_003_FlavorText,0c03216ca5bcbfa8,846,1222,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,游戏本体只提供统一的厄运信件图标，卡牌名称和说明来自本地化资源。
misfortune_letter.png,misfortune_card_images/misfortune_letter.png,是,4,MisfortuneCard_004,厄运卡牌,入室盗窃,,你的办公楼被洗劫一空，贵重物品被盗了……不过，与其向警察报案，还不如保持沉默（警方可能会问，考虑到你申报的收入极其微薄，你哪来那么多钱被盗）。,,Burglary,,"Your office was ransacked, with valuables were stolen... However, it's better to be quiet about it rather than report it to the police (who may wonder, where did you get all the money that was stolen, considering your extremely meagre declared income).",MisfortuneCard_004_Caption,0e038090a6bcbff8,847,644,MisfortuneCard_004_Description,0f03642ba6bcbff8,,645,MisfortuneCard_004_FlavorText,1003dab1a7bcbfd8,848,646,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,游戏本体只提供统一的厄运信件图标，卡牌名称和说明来自本地化资源。
misfortune_letter.png,misfortune_card_images/misfortune_letter.png,是,5,MisfortuneCard_005,厄运卡牌,无缘无故的慷慨,选择任意其他玩家：给予其{1}$。,公众对突如其来的慷慨举动持谨慎的赞许态度，却难掩疑虑。,,Unprovoked generosity,Choose any other player: give them {1}$.,A sudden display of generosity is met with cautious approval of the suspicious public.,MisfortuneCard_005_Caption,1203eabfa8bcbfc8,849,647,MisfortuneCard_005_Description,130372e9a9bcbfe8,850,648,MisfortuneCard_005_FlavorText,140396b9a9bcbfe8,851,649,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,游戏本体只提供统一的厄运信件图标，卡牌名称和说明来自本地化资源。
misfortune_letter.png,misfortune_card_images/misfortune_letter.png,是,6,MisfortuneCard_006,厄运卡牌,倒霉透顶,,你遭遇了极其不幸的变故。朋友和熟人寄来了安慰信（奇怪的是，有些信甚至在这些不幸的变故开始之前就到了……）。,,Terrible accident,,"You suffer the most unfortunate turn of events. Friends and acquaintances send letters of consolation (strangely, some of these letters arrive even before these unfortunate events begin to unfold...).",MisfortuneCard_006_Caption,1603052eaabcbfe8,852,650,MisfortuneCard_006_Description,17036bd4abbcbfa8,,651,MisfortuneCard_006_FlavorText,18030e15abbcbfc8,853,652,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,游戏本体只提供统一的厄运信件图标，卡牌名称和说明来自本地化资源。
misfortune_letter.png,misfortune_card_images/misfortune_letter.png,是,7,MisfortuneCard_007,厄运卡牌,股市崩盘,每个玩家：|-{1}。,"在你说钟表镇的股价将继续上涨，完全没有理由恐慌之后，股市却应声暴跌。

有人说，正是你这番令人生疑的盲目乐观引发了投资者的恐慌。",,Market crash,Every player: |-{1}.,"After your statement that the share prices in the clockwork-town will continue to increase, and that there are absolutely no reasons to panic, the stock market experiences a crash.

Some say that it is your suspiciously positive statement that is to blame for the panic among the investors.",MisfortuneCard_007_Caption,1a03c23facbcbfc8,854,653,MisfortuneCard_007_Description,1b0367edadbcbfb8,855,654,MisfortuneCard_007_FlavorText,1c03825badbcbfa8,856,655,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,游戏本体只提供统一的厄运信件图标，卡牌名称和说明来自本地化资源。
misfortune_letter.png,misfortune_card_images/misfortune_letter.png,是,8,MisfortuneCard_008,厄运卡牌,机械地震,,报道称发生了机械地震。但由于受害者人数有限，坊间普遍传言，造成破坏的真正原因并非机械地震，而仅仅是偷工减料。,,Mechquake,,"A mechquake is reported. But since the number of victims is so limited, it is widely rumored that the actual cause of damage is not a mechquake, but simply shoddy construction work.",MisfortuneCard_008_Caption,1e0393e1aebcbff8,857,656,MisfortuneCard_008_Description,1f0316aaafbcbfd8,,657,MisfortuneCard_008_FlavorText,20030f3fb0bcbfc8,858,658,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,游戏本体只提供统一的厄运信件图标，卡牌名称和说明来自本地化资源。
misfortune_letter.png,misfortune_card_images/misfortune_letter.png,是,9,MisfortuneCard_009,厄运卡牌,小笔捐款,,一个讨厌的乞丐追着你要钱。你只需捐献一枚硬币，就能摆脱他。有趣的是，尽管数额不大，公众却将这种行为视为善举。,,Small donation,,"An annoying beggar chases you, asking for money. You get rid of him by donating a small coin. Interestingly, despite the small amount, the public sees such action as a good deed.",MisfortuneCard_009_Caption,22036cdab0bcbfc8,859,659,MisfortuneCard_009_Description,2303f7c9b1bcbff8,,660,MisfortuneCard_009_FlavorText,2403f45db2bcbff8,860,661,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,游戏本体只提供统一的厄运信件图标，卡牌名称和说明来自本地化资源。
misfortune_letter.png,misfortune_card_images/misfortune_letter.png,是,10,MisfortuneCard_010,厄运卡牌,纠纷,,当你碰到一位颇具争议的政治家（此人看起来非常像潘克先生）时，你在撞碎他的夹鼻眼镜时，却不小心折断了自己的拐杖。尽管你的律师设法让案件被驳回了，但这件事依然留下了些许不快。,,Dust-up,,"When you run into a controversial politician (who looks very much like Mr. Punko), you accidentally snap your walking cane while smashing his pince-nez. Your lawyers manage to have the case dismissed, though an unpleasant aftertaste still lingers.",MisfortuneCard_010_Caption,2603a6fcb3bcbfd8,861,662,MisfortuneCard_010_Description,2703cc22b3bcbff8,,663,MisfortuneCard_010_FlavorText,2803d659b4bcbff8,862,664,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,游戏本体只提供统一的厄运信件图标，卡牌名称和说明来自本地化资源。
